sa1_code,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_89,age_90_and_over
7021196,3.0,6.0,12.0,12.0,9.0,0.0,9.0,3.0,6.0,15.0,15.0,9.0,3.0,3.0,6.0,0.0,3.0,0.0,0.0
7021198,6.0,9.0,6.0,6.0,12.0,12.0,9.0,21.0,6.0,15.0,9.0,9.0,9.0,6.0,0.0,3.0,6.0,3.0,0.0
7021199,6.0,6.0,12.0,18.0,15.0,6.0,3.0,6.0,15.0,18.0,18.0,18.0,12.0,9.0,9.0,3.0,0.0,0.0,0.0
7034868,3.0,6.0,3.0,6.0,9.0,12.0,6.0,3.0,3.0,9.0,3.0,6.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0
7021553,0.0,6.0,3.0,3.0,21.0,24.0,24.0,12.0,15.0,12.0,6.0,6.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0
7021366,3.0,6.0,3.0,9.0,21.0,12.0,9.0,6.0,9.0,6.0,9.0,9.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0
7021364,3.0,3.0,9.0,6.0,36.0,24.0,27.0,12.0,12.0,9.0,6.0,6.0,3.0,9.0,6.0,6.0,3.0,0.0,0.0
7021363,0.0,6.0,6.0,6.0,27.0,27.0,21.0,6.0,12.0,9.0,15.0,12.0,12.0,6.0,6.0,9.0,3.0,0.0,0.0
7021365,3.0,6.0,3.0,3.0,39.0,36.0,30.0,15.0,15.0,9.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,0.0,0.0
7034873,3.0,6.0,3.0,18.0,69.0,51.0,27.0,18.0,18.0,21.0,12.0,12.0,9.0,3.0,0.0,3.0,3.0,0.0,0.0
7021562,3.0,3.0,3.0,6.0,39.0,33.0,21.0,15.0,15.0,6.0,6.0,6.0,9.0,3.0,0.0,0.0,0.0,3.0,0.0
7021384,0.0,0.0,0.0,21.0,27.0,15.0,9.0,6.0,9.0,3.0,6.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0
7021385,0.0,0.0,0.0,21.0,78.0,27.0,21.0,9.0,6.0,3.0,6.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0
7034822,0.0,0.0,0.0,30.0,36.0,27.0,15.0,9.0,0.0,6.0,6.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
7021402,0.0,0.0,0.0,15.0,57.0,27.0,3.0,3.0,6.0,3.0,0.0,3.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0
7021573,0.0,0.0,0.0,3.0,18.0,18.0,21.0,12.0,12.0,12.0,15.0,9.0,9.0,3.0,3.0,3.0,0.0,3.0,0.0
7034830,3.0,0.0,0.0,6.0,21.0,18.0,6.0,6.0,3.0,3.0,3.0,3.0,6.0,0.0,3.0,3.0,3.0,0.0,0.0
7021406,0.0,3.0,0.0,6.0,57.0,33.0,9.0,9.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
7021405,3.0,3.0,0.0,3.0,3.0,6.0,6.0,6.0,6.0,15.0,15.0,18.0,15.0,6.0,9.0,6.0,0.0,0.0,0.0
7021048,15.0,18.0,18.0,12.0,15.0,12.0,15.0,12.0,27.0,18.0,15.0,12.0,9.0,12.0,6.0,6.0,3.0,0.0,0.0
7021132,3.0,15.0,15.0,12.0,6.0,3.0,9.0,6.0,18.0,9.0,15.0,9.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0
7021426,3.0,6.0,9.0,30.0,51.0,30.0,18.0,12.0,12.0,12.0,15.0,9.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0
7034838,0.0,0.0,0.0,153.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7021425,3.0,3.0,0.0,12.0,57.0,33.0,6.0,9.0,12.0,6.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0
7021430,0.0,0.0,3.0,9.0,51.0,27.0,6.0,6.0,0.0,0.0,9.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
7021433,3.0,3.0,3.0,12.0,18.0,24.0,15.0,12.0,6.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
7021407,0.0,0.0,0.0,120.0,33.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7021409,0.0,0.0,0.0,6.0,57.0,33.0,21.0,15.0,6.0,3.0,9.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
7034841,0.0,0.0,0.0,6.0,21.0,24.0,15.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7034902,0.0,0.0,0.0,3.0,21.0,57.0,45.0,15.0,9.0,6.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
7021633,3.0,6.0,3.0,6.0,30.0,33.0,36.0,21.0,12.0,9.0,12.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
7021842,3.0,3.0,6.0,12.0,42.0,51.0,24.0,15.0,6.0,12.0,12.0,9.0,12.0,9.0,9.0,6.0,0.0,0.0,0.0
7021826,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,6.0,12.0,12.0,12.0,3.0,6.0,0.0
7021586,,,,,,,,,,,,,,,,,,,
7021739,6.0,3.0,3.0,6.0,6.0,24.0,18.0,12.0,18.0,6.0,9.0,15.0,15.0,18.0,15.0,15.0,15.0,3.0,0.0
7034929,0.0,0.0,3.0,3.0,12.0,12.0,9.0,6.0,3.0,6.0,3.0,6.0,15.0,6.0,9.0,15.0,9.0,3.0,3.0
7021740,3.0,3.0,3.0,9.0,12.0,12.0,12.0,9.0,3.0,3.0,12.0,12.0,12.0,12.0,6.0,6.0,3.0,3.0,0.0
7021744,6.0,0.0,3.0,12.0,15.0,18.0,12.0,15.0,3.0,9.0,9.0,6.0,6.0,9.0,3.0,3.0,0.0,0.0,0.0
7021748,3.0,3.0,3.0,3.0,18.0,24.0,9.0,3.0,6.0,3.0,9.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
7034901,3.0,3.0,3.0,6.0,45.0,24.0,33.0,12.0,12.0,9.0,6.0,3.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0
7021752,3.0,0.0,0.0,0.0,21.0,15.0,15.0,9.0,3.0,0.0,6.0,3.0,6.0,12.0,6.0,3.0,3.0,3.0,3.0
7021750,0.0,0.0,3.0,3.0,12.0,18.0,15.0,12.0,3.0,6.0,6.0,3.0,6.0,9.0,3.0,3.0,3.0,0.0,0.0
7021751,3.0,3.0,0.0,12.0,9.0,12.0,18.0,6.0,9.0,6.0,3.0,9.0,12.0,6.0,3.0,3.0,3.0,0.0,0.0
7021754,6.0,3.0,0.0,15.0,24.0,24.0,27.0,21.0,9.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0
7034907,3.0,6.0,3.0,3.0,24.0,30.0,21.0,15.0,12.0,6.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
7021618,3.0,0.0,0.0,15.0,36.0,18.0,15.0,6.0,6.0,3.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,3.0,3.0
7021760,6.0,0.0,3.0,3.0,21.0,33.0,24.0,9.0,6.0,6.0,9.0,9.0,9.0,6.0,9.0,3.0,3.0,0.0,0.0
7021612,0.0,3.0,3.0,3.0,21.0,18.0,15.0,6.0,6.0,6.0,3.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0
7021455,6.0,3.0,6.0,0.0,33.0,21.0,21.0,15.0,12.0,6.0,6.0,3.0,9.0,6.0,9.0,0.0,0.0,3.0,0.0
7021459,3.0,3.0,3.0,6.0,30.0,12.0,9.0,3.0,6.0,6.0,6.0,3.0,6.0,6.0,0.0,6.0,3.0,0.0,0.0
7034911,0.0,0.0,0.0,36.0,63.0,21.0,15.0,12.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7021641,0.0,0.0,3.0,27.0,63.0,36.0,9.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7034913,9.0,9.0,3.0,18.0,30.0,24.0,9.0,12.0,9.0,12.0,6.0,3.0,6.0,3.0,6.0,6.0,3.0,0.0,0.0
7021647,0.0,3.0,3.0,15.0,42.0,27.0,9.0,3.0,0.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7021649,0.0,0.0,0.0,9.0,39.0,15.0,6.0,3.0,6.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7021456,0.0,0.0,3.0,6.0,6.0,6.0,6.0,0.0,3.0,3.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
7021646,,,,,,,,,,,,,,,,,,,
7034914,0.0,0.0,0.0,30.0,66.0,51.0,39.0,27.0,3.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7021648,3.0,3.0,3.0,12.0,30.0,36.0,33.0,15.0,9.0,9.0,6.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0
7021660,6.0,6.0,3.0,6.0,15.0,15.0,27.0,12.0,12.0,9.0,6.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
7021275,6.0,6.0,12.0,12.0,27.0,24.0,6.0,9.0,9.0,9.0,15.0,12.0,15.0,9.0,3.0,3.0,3.0,0.0,0.0
7021278,3.0,3.0,0.0,6.0,54.0,33.0,18.0,6.0,6.0,3.0,9.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
7021270,3.0,6.0,6.0,18.0,21.0,12.0,3.0,6.0,6.0,0.0,9.0,12.0,3.0,9.0,0.0,3.0,0.0,0.0,3.0
7021273,6.0,3.0,6.0,9.0,27.0,18.0,18.0,9.0,6.0,9.0,12.0,9.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0
7021374,3.0,0.0,3.0,9.0,27.0,12.0,9.0,3.0,3.0,0.0,3.0,6.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0
7021291,0.0,3.0,9.0,9.0,21.0,24.0,18.0,12.0,9.0,6.0,12.0,12.0,21.0,9.0,9.0,9.0,6.0,0.0,0.0
7021292,6.0,3.0,3.0,12.0,24.0,15.0,12.0,6.0,9.0,3.0,6.0,6.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0
7021289,3.0,6.0,6.0,15.0,45.0,33.0,15.0,6.0,3.0,3.0,9.0,6.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0
7021293,3.0,0.0,0.0,15.0,24.0,12.0,6.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7021287,6.0,3.0,6.0,27.0,36.0,21.0,15.0,3.0,6.0,6.0,12.0,9.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0
7021387,0.0,6.0,9.0,6.0,9.0,9.0,3.0,9.0,6.0,6.0,12.0,6.0,9.0,6.0,12.0,9.0,0.0,0.0,0.0
7021388,6.0,9.0,9.0,12.0,9.0,6.0,0.0,3.0,9.0,12.0,15.0,18.0,9.0,12.0,6.0,3.0,6.0,3.0,0.0
7034823,0.0,3.0,12.0,21.0,18.0,9.0,0.0,9.0,3.0,6.0,6.0,6.0,9.0,9.0,6.0,3.0,3.0,6.0,0.0
7021396,3.0,6.0,6.0,6.0,39.0,15.0,3.0,6.0,0.0,6.0,6.0,6.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0
7034827,0.0,0.0,0.0,174.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7021294,3.0,3.0,3.0,15.0,24.0,15.0,15.0,6.0,0.0,3.0,6.0,6.0,9.0,0.0,0.0,3.0,0.0,3.0,0.0
7021297,3.0,0.0,3.0,24.0,51.0,21.0,9.0,9.0,6.0,9.0,12.0,9.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0
7034806,6.0,6.0,6.0,27.0,21.0,21.0,18.0,12.0,18.0,12.0,6.0,12.0,9.0,18.0,9.0,3.0,0.0,0.0,0.0
7021400,0.0,3.0,3.0,0.0,18.0,12.0,15.0,3.0,0.0,0.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
7021413,0.0,3.0,6.0,21.0,51.0,39.0,15.0,3.0,6.0,3.0,6.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
7021415,3.0,3.0,6.0,15.0,42.0,15.0,9.0,9.0,3.0,9.0,3.0,6.0,12.0,6.0,6.0,3.0,6.0,3.0,3.0
7021421,3.0,3.0,0.0,15.0,30.0,24.0,9.0,6.0,6.0,6.0,3.0,6.0,9.0,9.0,6.0,0.0,0.0,3.0,0.0
7021438,0.0,0.0,0.0,12.0,21.0,21.0,24.0,18.0,6.0,6.0,12.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0
7021462,3.0,12.0,6.0,3.0,15.0,24.0,9.0,6.0,9.0,9.0,6.0,6.0,3.0,3.0,9.0,3.0,0.0,0.0,0.0
7021463,3.0,3.0,3.0,18.0,18.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0
7021308,3.0,9.0,9.0,24.0,12.0,9.0,9.0,9.0,6.0,9.0,15.0,21.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
7021465,3.0,3.0,3.0,18.0,24.0,15.0,15.0,6.0,6.0,9.0,9.0,6.0,9.0,9.0,3.0,3.0,3.0,3.0,0.0
7021314,3.0,6.0,0.0,0.0,6.0,6.0,15.0,6.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
7021467,9.0,3.0,6.0,12.0,6.0,3.0,6.0,12.0,12.0,15.0,9.0,12.0,12.0,9.0,3.0,6.0,0.0,0.0,0.0
7021471,0.0,6.0,12.0,9.0,3.0,18.0,3.0,6.0,6.0,9.0,12.0,9.0,9.0,3.0,3.0,0.0,3.0,0.0,3.0
7021472,6.0,6.0,9.0,9.0,15.0,24.0,15.0,9.0,3.0,12.0,9.0,6.0,15.0,15.0,3.0,0.0,6.0,0.0,0.0
7021673,6.0,6.0,3.0,0.0,3.0,6.0,12.0,6.0,12.0,15.0,12.0,9.0,15.0,18.0,9.0,18.0,3.0,3.0,3.0
7021486,9.0,0.0,6.0,12.0,78.0,21.0,27.0,9.0,6.0,3.0,6.0,12.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
7021676,3.0,6.0,3.0,3.0,24.0,12.0,12.0,9.0,3.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
7021487,6.0,0.0,3.0,12.0,33.0,15.0,3.0,18.0,6.0,15.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
7021684,6.0,6.0,6.0,15.0,51.0,48.0,15.0,15.0,9.0,3.0,9.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0
7021691,3.0,6.0,3.0,6.0,30.0,33.0,18.0,9.0,6.0,3.0,6.0,6.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0
7021663,12.0,6.0,3.0,9.0,51.0,54.0,57.0,36.0,9.0,6.0,6.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
7021662,3.0,6.0,9.0,9.0,24.0,12.0,12.0,6.0,9.0,3.0,3.0,9.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0
7021970,6.0,6.0,3.0,0.0,24.0,27.0,18.0,12.0,15.0,12.0,9.0,9.0,3.0,3.0,6.0,6.0,3.0,0.0,0.0
7022044,3.0,6.0,12.0,9.0,6.0,6.0,9.0,6.0,12.0,9.0,9.0,6.0,9.0,6.0,3.0,6.0,3.0,3.0,0.0
7022042,3.0,6.0,6.0,3.0,18.0,24.0,15.0,15.0,6.0,9.0,6.0,6.0,12.0,9.0,6.0,0.0,0.0,3.0,0.0
7021969,9.0,3.0,9.0,6.0,24.0,30.0,24.0,12.0,12.0,3.0,9.0,6.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0
7021984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,6.0,21.0,63.0,66.0,60.0,39.0
7021994,6.0,6.0,3.0,3.0,3.0,6.0,3.0,9.0,3.0,6.0,6.0,6.0,9.0,6.0,3.0,0.0,3.0,0.0,0.0
7021932,15.0,12.0,6.0,3.0,12.0,12.0,18.0,21.0,24.0,12.0,12.0,15.0,15.0,6.0,9.0,6.0,3.0,0.0,0.0
7021935,3.0,6.0,3.0,3.0,9.0,24.0,24.0,9.0,6.0,9.0,9.0,6.0,6.0,9.0,0.0,3.0,3.0,0.0,0.0
7022055,9.0,9.0,9.0,9.0,15.0,18.0,18.0,15.0,12.0,9.0,15.0,15.0,6.0,6.0,6.0,3.0,3.0,0.0,0.0
7034974,3.0,6.0,6.0,3.0,15.0,15.0,6.0,3.0,6.0,9.0,3.0,6.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0
7022059,3.0,6.0,9.0,3.0,3.0,3.0,12.0,9.0,18.0,6.0,12.0,12.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0
7022064,6.0,9.0,9.0,9.0,15.0,12.0,3.0,3.0,12.0,12.0,12.0,12.0,9.0,6.0,0.0,6.0,3.0,0.0,0.0
7022094,6.0,6.0,6.0,9.0,9.0,6.0,6.0,3.0,12.0,6.0,9.0,6.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0
7020928,9.0,6.0,6.0,6.0,3.0,6.0,9.0,9.0,9.0,6.0,15.0,6.0,15.0,6.0,6.0,0.0,3.0,0.0,0.0
7020997,15.0,6.0,12.0,15.0,21.0,12.0,21.0,12.0,15.0,9.0,15.0,15.0,15.0,12.0,6.0,0.0,3.0,0.0,0.0
7022034,6.0,12.0,6.0,6.0,9.0,15.0,9.0,9.0,18.0,6.0,12.0,9.0,12.0,6.0,6.0,6.0,6.0,3.0,3.0
7022030,6.0,6.0,9.0,12.0,24.0,30.0,21.0,18.0,12.0,15.0,9.0,3.0,18.0,9.0,3.0,6.0,3.0,0.0,3.0
7021786,6.0,3.0,6.0,12.0,27.0,24.0,18.0,6.0,6.0,6.0,12.0,12.0,12.0,9.0,3.0,6.0,3.0,0.0,0.0
7021785,3.0,6.0,6.0,3.0,9.0,12.0,6.0,3.0,15.0,6.0,9.0,9.0,6.0,6.0,12.0,9.0,3.0,0.0,0.0
7021788,6.0,3.0,15.0,12.0,21.0,24.0,21.0,18.0,9.0,15.0,18.0,15.0,9.0,6.0,6.0,6.0,3.0,0.0,0.0
7021772,6.0,9.0,9.0,9.0,42.0,36.0,12.0,18.0,15.0,9.0,18.0,3.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0
7021769,3.0,6.0,15.0,12.0,36.0,42.0,15.0,9.0,9.0,15.0,18.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
7021770,6.0,6.0,6.0,9.0,21.0,12.0,12.0,6.0,9.0,3.0,9.0,18.0,6.0,9.0,3.0,6.0,3.0,0.0,0.0
7021774,3.0,6.0,12.0,3.0,9.0,24.0,12.0,6.0,15.0,12.0,9.0,9.0,12.0,3.0,3.0,6.0,3.0,0.0,3.0
7021837,3.0,3.0,6.0,6.0,9.0,12.0,9.0,3.0,9.0,3.0,9.0,9.0,9.0,12.0,6.0,3.0,9.0,3.0,0.0
7021838,3.0,9.0,18.0,18.0,12.0,3.0,3.0,3.0,6.0,21.0,21.0,18.0,12.0,15.0,9.0,0.0,0.0,3.0,0.0
7021841,3.0,6.0,12.0,6.0,9.0,9.0,6.0,9.0,3.0,9.0,6.0,6.0,6.0,3.0,9.0,0.0,3.0,0.0,0.0
7021831,0.0,0.0,3.0,6.0,12.0,27.0,15.0,3.0,9.0,6.0,12.0,9.0,9.0,6.0,6.0,0.0,0.0,3.0,3.0
7021832,3.0,3.0,12.0,3.0,30.0,24.0,15.0,9.0,12.0,9.0,9.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7021762,6.0,6.0,15.0,9.0,18.0,33.0,30.0,9.0,12.0,6.0,18.0,6.0,9.0,6.0,3.0,3.0,0.0,0.0,0.0
7021763,9.0,9.0,9.0,15.0,30.0,21.0,18.0,12.0,15.0,12.0,15.0,15.0,15.0,3.0,6.0,0.0,0.0,0.0,0.0
7034810,3.0,6.0,6.0,6.0,3.0,6.0,6.0,9.0,12.0,15.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
7021926,6.0,6.0,15.0,15.0,18.0,18.0,6.0,6.0,24.0,15.0,21.0,18.0,15.0,12.0,9.0,6.0,3.0,0.0,0.0
7021906,9.0,9.0,15.0,12.0,3.0,15.0,9.0,9.0,15.0,12.0,18.0,18.0,18.0,9.0,3.0,6.0,0.0,0.0,0.0
7034948,9.0,9.0,9.0,12.0,9.0,15.0,9.0,9.0,9.0,12.0,9.0,12.0,15.0,3.0,3.0,6.0,3.0,0.0,0.0
7021949,9.0,9.0,12.0,15.0,6.0,12.0,12.0,9.0,12.0,6.0,21.0,15.0,6.0,9.0,6.0,3.0,0.0,6.0,3.0
7021954,12.0,3.0,3.0,6.0,9.0,12.0,12.0,9.0,9.0,12.0,6.0,6.0,9.0,6.0,6.0,6.0,3.0,3.0,0.0
7021964,15.0,6.0,12.0,6.0,12.0,33.0,15.0,24.0,6.0,12.0,9.0,12.0,12.0,9.0,6.0,0.0,3.0,3.0,0.0
7021959,6.0,3.0,6.0,3.0,6.0,6.0,3.0,15.0,3.0,0.0,3.0,12.0,12.0,9.0,3.0,3.0,0.0,3.0,0.0
7021943,3.0,6.0,6.0,6.0,15.0,21.0,3.0,6.0,12.0,6.0,9.0,9.0,9.0,3.0,9.0,3.0,3.0,0.0,0.0
7021961,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,12.0,9.0,6.0,0.0,3.0,6.0,6.0,3.0,3.0
7021946,9.0,12.0,9.0,12.0,12.0,6.0,9.0,12.0,9.0,9.0,12.0,12.0,6.0,6.0,6.0,6.0,0.0,3.0,3.0
7022017,3.0,6.0,12.0,6.0,6.0,6.0,6.0,3.0,6.0,9.0,6.0,6.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0
7022019,3.0,3.0,12.0,12.0,9.0,6.0,6.0,3.0,9.0,12.0,18.0,21.0,12.0,6.0,3.0,3.0,3.0,3.0,0.0
7022006,9.0,9.0,9.0,6.0,3.0,6.0,12.0,15.0,15.0,6.0,12.0,6.0,15.0,9.0,9.0,3.0,3.0,3.0,0.0
7021958,3.0,3.0,3.0,15.0,9.0,12.0,18.0,9.0,6.0,15.0,9.0,3.0,15.0,6.0,6.0,3.0,3.0,3.0,0.0
7022004,0.0,6.0,9.0,9.0,12.0,9.0,9.0,6.0,9.0,6.0,6.0,6.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0
7022009,9.0,9.0,18.0,15.0,12.0,15.0,15.0,15.0,12.0,21.0,15.0,9.0,9.0,6.0,6.0,6.0,3.0,3.0,0.0
7034958,15.0,9.0,6.0,9.0,9.0,15.0,30.0,30.0,18.0,27.0,15.0,18.0,12.0,9.0,9.0,3.0,6.0,0.0,3.0
7021937,3.0,15.0,24.0,15.0,21.0,18.0,21.0,3.0,18.0,21.0,12.0,15.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0
7021939,12.0,18.0,12.0,9.0,12.0,18.0,12.0,21.0,18.0,24.0,6.0,12.0,3.0,9.0,3.0,3.0,0.0,0.0,0.0
7021941,9.0,18.0,9.0,15.0,21.0,15.0,12.0,18.0,18.0,9.0,15.0,12.0,12.0,6.0,3.0,6.0,3.0,0.0,0.0
7021940,3.0,6.0,9.0,9.0,3.0,3.0,6.0,9.0,9.0,9.0,9.0,6.0,6.0,3.0,3.0,3.0,0.0,3.0,0.0
7022001,3.0,9.0,3.0,6.0,0.0,9.0,3.0,6.0,3.0,12.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
7022079,6.0,6.0,9.0,9.0,9.0,6.0,12.0,9.0,6.0,9.0,6.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0
7022076,9.0,9.0,15.0,9.0,12.0,9.0,15.0,18.0,9.0,9.0,15.0,15.0,9.0,3.0,6.0,3.0,0.0,0.0,0.0
7022081,6.0,6.0,15.0,15.0,15.0,18.0,15.0,18.0,9.0,9.0,9.0,15.0,15.0,9.0,6.0,0.0,3.0,0.0,0.0
7022033,6.0,9.0,9.0,6.0,15.0,18.0,12.0,15.0,15.0,12.0,12.0,12.0,9.0,9.0,15.0,6.0,3.0,0.0,0.0
7022049,9.0,9.0,12.0,3.0,12.0,9.0,18.0,18.0,9.0,9.0,9.0,6.0,9.0,3.0,3.0,0.0,3.0,0.0,0.0
7022052,6.0,6.0,3.0,6.0,15.0,30.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,3.0,0.0,3.0,0.0
7021918,3.0,3.0,3.0,6.0,6.0,15.0,9.0,9.0,6.0,6.0,3.0,6.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0
7021901,6.0,3.0,3.0,9.0,6.0,21.0,18.0,12.0,6.0,9.0,12.0,9.0,9.0,3.0,6.0,3.0,0.0,0.0,0.0
7034944,9.0,6.0,6.0,6.0,9.0,9.0,15.0,12.0,9.0,12.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
7021902,9.0,12.0,12.0,12.0,12.0,12.0,9.0,12.0,18.0,12.0,15.0,15.0,6.0,0.0,3.0,9.0,3.0,3.0,3.0
7021920,9.0,15.0,3.0,3.0,18.0,15.0,21.0,21.0,6.0,6.0,12.0,12.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0
7021921,6.0,12.0,12.0,12.0,21.0,9.0,30.0,18.0,6.0,9.0,15.0,21.0,12.0,6.0,6.0,3.0,3.0,0.0,0.0
7021478,3.0,9.0,12.0,6.0,39.0,15.0,15.0,12.0,9.0,21.0,15.0,6.0,15.0,6.0,3.0,3.0,0.0,0.0,0.0
7021483,6.0,3.0,3.0,12.0,15.0,12.0,18.0,3.0,6.0,9.0,15.0,12.0,9.0,3.0,6.0,0.0,3.0,0.0,0.0
7021847,3.0,3.0,3.0,3.0,15.0,15.0,15.0,6.0,12.0,9.0,6.0,6.0,3.0,6.0,9.0,3.0,3.0,0.0,0.0
7021848,9.0,6.0,3.0,6.0,3.0,12.0,12.0,12.0,3.0,6.0,6.0,9.0,6.0,12.0,3.0,0.0,0.0,0.0,0.0
7034941,9.0,12.0,15.0,9.0,21.0,24.0,18.0,12.0,18.0,15.0,18.0,15.0,6.0,9.0,6.0,3.0,3.0,0.0,0.0
7021876,3.0,9.0,21.0,9.0,3.0,3.0,3.0,12.0,12.0,15.0,3.0,6.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0
7021877,9.0,6.0,3.0,0.0,6.0,12.0,15.0,6.0,9.0,3.0,12.0,6.0,6.0,9.0,9.0,3.0,9.0,3.0,3.0
7021878,3.0,6.0,6.0,3.0,3.0,3.0,9.0,6.0,3.0,3.0,3.0,3.0,6.0,3.0,6.0,6.0,3.0,0.0,0.0
7021885,6.0,3.0,6.0,9.0,3.0,0.0,6.0,9.0,9.0,6.0,9.0,9.0,12.0,0.0,3.0,3.0,0.0,0.0,0.0
