"SA12018_V1_00","CURPop","CNPop","UnitRecDataSrce_IndForm","UnitRecDataSrce_HhldList","UnitRecDataSrce_AdminEnum","UnitRecDataSrce_Total","Sex_Male","Sex_Female","Sex_Total","Age5year_0_4_years","Age5year_5_9_years","Age5year_10_14_years","Age5year_15_19_years","Age5year_20_24_years","Age5year_25_29_years","Age5year_30_34_years","Age5year_35_39_years","Age5year_40_44_years","Age5year_45_49_years","Age5year_50_54_years","Age5year_55_59_years","Age5year_60_64_years","Age5year_65_69_years","Age5year_70_74_years","Age5year_75_79_years","Age5year_80_84_years","Age5year_Over85_years","Age5year_Total","Median_Age_single_year","Agelifecyclegroup_Under15","Agelifecyclegroup_15_29","Agelifecyclegroup_30_64","Agelifecyclegroup_Over65","Agelifecyclegroup_Total","0_4_years_Male","0_4_years_Female","5_9_years_Male","5_9_years_Female","10_14_years_Male","10_14_years_Female","15_19_years_Male","15_19_years_Female","20_24_years_Male","20_24_years_Female","25_29_years_Male","25_29_years_Female","30_34_years_Male","30_34_years_Female","35_39_years_Male","35_39_years_Female","40_44_years_Male","40_44_years_Female","45_49_years_Male","45_49_years_Female","50_54_years_Male","50_54_years_Female","55_59_years_Male","55_59_years_Female","60_64_years_Male","60_64_years_Female","65_69_years_Male","65_69_years_Female","70_74_years_Male","70_74_years_Female","75_79_years_Male","75_79_years_Female","80_84_years_Male","80_84_years_Female","Over85_Male","Over85_Female","Total_Male","Total_Female","Male_Female_Total","Median_Age_Male","Median_Age_Female","Median_Age_Total","Years_at_UR_0_years","Years_at_UR_1_4_years","Years_at_UR_5_9_years","Years_at_UR_10_14_years","Years_at_UR_15_29_years","Years_at_UR_Over30_years","Years_at_UR_Total_stated","Years_at_UR_NEI","Years_at_UR_Total","UR_5yr_ago_Same","UR_5yr_ago_ElsewhereNZ","UR_5yr_ago_Not_born","UR_5yr_ago_Overseas","UR_5yr_ago_No_fixed_abode","UR_5yr_ago_Total_stated","UR_5yr_ago_NEI","UR_5yr_ago_Total","UR_1yr_ago_Same","UR_1yr_ago_ElsewhereNZ","UR_1yr_ago_Not_born","UR_1yr_ago_Overseas","UR_1yr_ago_No_fixed_abode","UR_1yr_ago_Total_stated","UR_1yr_ago_NEI","UR_1yr_ago_Total","Birthplace_NZ","Birthplace_Overseas","Birthplace_Total_stated","Birthplace_NEI","Birthplace_Total","Birthpl_Brd_NZ","Birthpl_Brd_Australia","Birthpl_Brd_Pacific_Is","Birthpl_Brd_UK_and_Ireland","Birthpl_Brd_Europe","Birthpl_Brd_North_America","Birthpl_Brd_Asia","Birthpl_Brd_MidEast_Africa","Birthpl_Brd_Other","Birthpl_Brd_Total_stated","Birthpl_Brd_NEI","Birthpl_Brd_Total","ArrivalNZ_Less_one_year_OB","ArrivalNZ_1_year_OB","ArrivalNZ_2_years_OB","ArrivalNZ_3_years_OB","ArrivalNZ_4_years_OB","ArrivalNZ_5_9_years_OB","ArrivalNZ_10_19_years_OB","ArrivalNZ_20_years_more_OB","ArrivalNZ_Total_stated_OB","ArrivalNZ_NEI_OB","ArrivalNZ_Total_OB","Ethnicity_L1_European","Ethnicity_L1_Maori","Ethnicity_L1_Pacific_Ppls","Ethnicity_L1_Asian","Ethnicity_L1_MELAA","Ethnicity_L1_Other","Ethnicity_L2_New_Zealander","Ethnicity_L2_Other_nec","Ethnicity_L1_Total_stated","Ethnicity_L1_NEI","Ethnicity_Total","Languages_English","Languages_Maori","Languages_Samoan","Languages_NZ_Sign_Language","Languages_Other","Languages_None","Languages_Total_stated","Languages_NEI","Languages_Total","Maori_Maori_descent","Maori_No_Maori_descent","Maori_Dont_know","Maori_Total_stated","Maori_NEI","Maori_Total"
"7021285",126,129,114,3,9,126,66,60,126,9,6,9,12,18,12,6,9,6,12,3,9,9,6,3,0,3,0,126,28.1,21,45,51,9,126,3,6,3,3,3,3,9,6,9,9,6,6,3,0,3,6,3,0,6,6,3,0,3,3,3,3,3,3,0,3,0,0,0,0,0,0,66,60,126,25.6,33.9,28.1,24,42,24,9,6,6,114,12,126,42,51,9,12,0,114,12,126,90,18,3,6,0,114,12,126,87,36,126,3,126,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,6,3,0,3,6,9,6,36,0,36,114,6,0,9,0,3,3,3,126,0,126,123,0,0,0,21,3,126,0,126,9,117,0,126,0,126
"7021286",168,165,144,15,6,168,78,87,168,0,9,3,27,48,30,6,6,12,6,6,3,3,3,0,0,3,0,168,24.5,12,108,42,3,168,0,0,6,0,0,3,6,24,24,21,24,12,0,6,6,3,6,6,3,3,3,3,0,3,0,0,0,3,0,0,0,0,3,0,0,0,78,87,168,25.1,23.7,24.5,72,51,12,3,3,3,144,24,168,18,99,0,27,0,144,21,168,72,63,0,6,0,138,27,168,102,54,156,9,168,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,6,12,0,6,12,9,54,0,54,123,12,9,30,0,3,3,0,168,0,168,162,3,3,3,36,0,168,0,168,15,150,3,168,0,168
"7021287",165,162,153,3,6,165,84,78,165,0,3,9,18,33,30,12,12,3,12,6,12,9,9,3,0,0,0,165,27.4,12,81,63,12,165,0,0,3,3,3,6,12,9,18,15,12,15,3,6,6,6,0,3,6,3,3,3,6,6,6,6,3,3,0,0,0,0,0,0,0,0,84,78,165,27.1,27.5,27.4,60,33,24,9,21,3,153,12,165,51,75,0,18,0,147,18,165,90,54,0,6,0,150,15,165,114,48,165,0,165,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,9,0,6,3,9,12,12,48,0,48,156,15,3,6,3,3,3,0,165,0,165,165,3,0,0,36,0,165,0,165,18,138,6,165,0,165
"7021288",141,147,129,3,9,141,60,81,141,6,6,9,21,33,12,9,6,9,9,6,6,6,6,0,3,6,3,141,24.9,18,63,42,15,141,3,6,3,0,3,3,9,12,12,18,6,6,3,6,3,3,6,6,3,3,3,0,3,3,0,6,3,3,0,0,0,3,3,6,0,3,60,81,141,23.3,25.5,24.9,69,27,3,12,15,6,129,12,141,36,69,6,15,0,129,15,141,60,57,0,9,0,126,12,141,99,42,141,0,141,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,6,0,0,6,6,12,42,0,42,132,6,3,9,0,0,0,0,141,0,141,138,0,0,0,21,3,141,0,141,6,129,3,141,0,141
"7021289",192,195,168,18,6,192,99,96,192,3,6,6,24,57,30,15,6,6,15,6,3,6,3,9,0,0,0,192,25.1,15,108,54,12,192,3,0,3,0,6,0,3,18,27,27,15,15,9,6,3,3,6,3,6,6,3,3,3,0,0,3,0,3,6,3,0,0,0,0,0,0,99,96,192,25.3,24.6,25.1,78,54,15,6,12,3,168,24,192,27,111,3,24,0,168,21,192,87,66,0,15,0,168,24,192,138,51,189,6,192,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,12,3,0,0,3,15,9,51,0,51,183,9,0,9,3,0,0,0,192,0,192,189,0,0,3,42,0,192,0,192,12,180,3,192,0,192
"7021290",165,162,153,3,12,165,75,87,165,3,0,6,27,42,18,9,6,6,6,12,6,9,9,6,0,3,0,165,26.1,9,84,54,18,165,0,0,0,0,3,3,9,18,21,21,3,12,6,3,6,0,0,3,0,3,3,6,3,3,6,3,3,6,3,0,0,0,0,0,0,0,75,87,165,28.8,25.3,26.1,63,36,15,12,18,12,153,12,165,51,78,3,15,0,150,12,165,90,51,0,12,0,153,12,165,114,48,162,0,165,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,9,3,0,0,3,18,9,48,0,48,150,6,0,9,3,3,3,0,165,0,165,162,3,3,3,39,0,165,0,165,12,150,3,165,0,165
"7021291",213,210,204,9,3,213,102,111,213,9,6,6,12,24,24,15,6,6,18,15,21,15,12,12,6,3,0,213,42.6,18,63,99,33,213,3,6,0,3,3,3,6,9,6,21,15,12,9,6,6,3,3,6,9,9,6,9,15,6,6,9,6,6,3,6,6,0,0,3,0,0,102,111,213,44.4,41.2,42.6,39,54,30,18,45,15,198,15,213,96,75,9,15,0,195,18,213,159,33,3,6,0,204,12,213,147,66,213,0,213,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,3,3,6,9,12,30,66,0,66,189,9,6,15,3,3,3,0,213,0,213,210,3,0,0,36,3,213,0,213,12,201,0,213,0,213
"7021292",132,132,117,6,6,132,57,75,132,6,0,9,27,27,18,6,6,3,9,6,3,3,3,6,3,0,0,132,24.5,15,69,33,15,132,3,0,0,0,0,6,6,18,9,18,12,6,0,3,3,3,0,3,9,3,3,0,0,3,0,3,0,3,3,3,3,3,0,0,0,0,57,75,132,28.7,20.8,24.5,48,30,15,3,12,12,120,12,132,30,66,6,15,0,117,18,132,72,42,3,0,0,117,18,132,93,39,129,3,132,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,3,9,3,12,6,6,39,0,39,126,3,3,6,0,0,0,0,132,0,132,126,0,0,0,27,6,132,0,132,3,120,9,132,0,132
"7021293",84,87,66,15,9,84,51,36,84,0,0,3,15,24,15,15,9,3,0,3,3,3,0,0,0,0,0,84,25.8,3,54,30,0,84,0,0,0,0,3,0,9,3,18,9,6,6,3,9,3,3,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,51,36,84,23.3,29.3,25.8,30,24,6,0,6,3,66,21,84,9,51,0,9,0,66,18,84,36,27,0,0,0,66,21,84,57,27,81,3,84,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,3,3,0,6,9,3,27,0,27,69,9,3,12,3,3,3,3,84,0,84,84,3,0,0,15,0,84,0,84,9,75,3,84,0,84
"7021294",132,126,123,6,3,132,63,66,132,3,3,6,21,30,6,9,6,6,9,6,9,6,6,3,0,0,3,132,26.4,12,57,54,12,132,0,0,3,0,0,6,12,9,18,12,0,3,6,3,3,3,0,3,3,6,3,6,3,3,6,3,3,3,3,0,0,0,0,0,0,3,63,66,132,23.6,29.5,26.4,45,27,15,18,15,0,123,9,132,45,63,3,6,0,120,12,132,72,45,0,0,0,120,9,132,99,30,129,3,132,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,0,0,3,12,12,30,0,30,117,6,3,9,3,3,3,0,132,0,132,129,3,0,0,27,0,132,0,132,6,123,3,132,0,132
"7021295",144,147,126,9,9,144,63,81,144,9,15,12,12,24,9,12,9,9,9,6,9,6,3,3,0,0,0,144,25.4,33,48,57,9,144,3,9,6,6,3,6,6,9,12,15,6,6,6,6,3,3,3,6,9,3,3,3,6,3,0,3,3,0,0,0,0,0,0,0,0,0,63,81,144,26.2,24.9,25.4,36,45,24,9,9,6,126,15,144,42,51,9,15,0,120,27,144,90,27,3,6,0,123,18,144,90,51,141,3,144,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,6,6,0,3,6,15,9,48,0,51,120,15,12,9,0,6,3,0,144,0,144,141,3,0,3,33,3,144,0,144,15,126,3,144,0,144
"7021296",165,168,159,9,3,165,84,81,165,3,6,3,18,42,27,18,15,6,9,3,6,9,3,0,0,0,0,165,28,12,84,69,3,165,0,3,3,3,3,0,9,6,18,24,9,15,12,6,9,9,6,3,3,3,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,84,81,165,29.4,26.1,28,48,81,15,6,3,6,159,9,165,27,108,3,12,0,153,15,165,108,36,3,12,0,156,9,165,111,51,165,0,165,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,0,3,0,6,15,15,51,0,51,156,12,6,9,6,3,3,0,165,0,165,165,3,0,3,30,3,165,0,165,12,156,3,165,0,165
"7021297",201,207,192,0,3,201,96,102,201,3,3,12,39,45,24,12,9,12,15,3,6,9,3,3,0,0,0,201,24.6,18,108,66,6,201,0,3,3,0,0,9,15,24,27,18,12,15,6,3,6,3,3,6,9,6,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,96,102,201,26.6,23.2,24.6,84,63,15,15,12,6,192,9,201,42,114,3,21,0,177,18,201,105,72,0,12,0,192,9,201,129,69,195,0,201,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,3,0,0,3,12,18,21,69,0,69,183,9,3,15,0,3,3,3,201,0,201,195,3,0,3,42,3,201,0,201,12,180,6,201,0,201
"7021298",228,237,204,9,9,228,129,99,228,9,9,12,12,42,18,12,12,18,15,18,6,15,9,9,6,6,3,228,36.4,24,72,99,30,228,3,3,3,0,6,3,6,3,27,15,9,9,6,3,6,9,9,6,3,9,12,6,3,3,6,9,6,3,3,6,6,0,3,0,3,0,129,99,228,34,37.5,36.4,45,66,24,21,30,18,207,21,228,84,96,9,12,0,198,30,228,162,30,0,9,0,201,24,228,132,90,222,6,228,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,9,0,0,12,33,30,90,3,90,219,12,0,12,3,0,0,0,228,0,228,222,6,3,3,39,3,228,0,228,18,207,3,228,0,228
"7021299",210,216,195,3,12,210,105,105,210,6,9,9,12,21,18,18,18,18,24,18,15,6,12,0,6,0,0,210,38.6,27,51,114,18,210,3,3,9,3,6,3,3,9,12,9,6,12,3,15,9,9,9,9,15,12,12,6,6,9,3,3,9,3,0,0,3,0,0,0,0,0,105,105,210,40.3,34.8,38.6,48,48,36,24,24,9,189,21,210,78,75,6,21,0,183,27,210,141,36,3,12,0,195,15,210,150,57,210,0,210,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,6,3,0,3,9,18,12,57,0,57,198,18,6,18,3,0,0,0,210,0,210,207,6,0,3,30,3,210,0,210,21,183,3,210,0,210
"7021300",162,168,144,6,15,162,90,72,162,6,3,6,18,24,18,15,12,12,6,12,6,9,9,3,0,0,0,162,32.4,18,60,72,15,162,3,3,0,3,6,3,9,9,15,12,12,6,9,6,3,6,9,6,0,6,6,6,6,3,6,6,9,3,3,0,0,0,0,0,0,0,90,72,162,31.9,34.2,32.4,51,30,18,15,18,15,144,21,162,60,63,6,15,0,141,21,162,96,39,3,3,0,144,18,162,117,45,162,0,162,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,3,0,3,6,12,15,45,0,45,147,21,3,12,3,3,3,0,162,0,162,162,3,0,0,27,3,162,0,162,24,135,3,162,0,162
"7021301",51,51,42,3,3,51,27,21,51,0,0,0,3,24,6,3,0,3,3,3,0,6,0,0,0,0,3,51,24.5,0,30,18,3,51,-999,-999,-999,-999,-999,-999,-999,-999,15,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,21,51,23.6,27.4,24.5,21,6,9,0,6,3,42,6,51,12,21,0,6,0,39,9,51,21,15,0,3,3,42,6,51,30,15,45,3,51,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,15,42,3,3,3,0,0,0,0,51,0,51,48,0,0,0,12,0,51,0,51,6,42,0,51,0,51
"7021302",132,129,123,3,9,132,66,66,132,9,9,12,6,9,15,3,12,9,15,6,18,3,3,3,0,0,3,132,36.1,27,33,63,6,132,6,3,6,6,6,6,6,3,0,6,12,6,0,3,3,6,3,6,6,9,6,0,6,12,0,3,6,3,0,3,0,0,0,0,0,3,66,66,132,32.2,38.3,36.1,12,45,33,9,15,6,123,12,132,51,42,9,18,0,114,18,132,108,9,0,3,0,120,15,132,78,54,132,0,132,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,6,3,3,0,12,12,12,54,0,54,123,3,3,6,3,3,3,0,132,0,132,129,0,0,0,21,3,132,0,132,3,126,6,132,0,132
"7021303",195,201,180,6,9,195,96,102,195,12,9,9,9,21,18,12,15,15,15,15,18,9,6,0,6,3,0,195,37.8,27,48,102,18,195,9,0,3,6,3,3,6,6,15,9,3,12,3,9,6,9,6,9,9,9,9,9,9,9,3,6,3,3,0,0,3,3,3,0,0,0,96,102,195,36.9,38.6,37.8,33,42,36,12,45,6,174,18,195,84,75,12,9,0,180,15,195,144,27,0,6,0,177,18,195,132,60,192,0,195,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,0,0,0,6,15,30,60,0,60,156,6,0,36,3,6,6,0,195,0,195,186,0,0,0,42,3,195,0,195,9,177,6,195,0,195
"7021304",123,111,102,3,15,123,60,60,123,3,6,9,9,18,15,6,6,3,9,12,18,3,3,3,3,0,0,123,35.1,15,36,57,9,123,0,3,3,0,3,3,6,3,12,6,6,9,6,3,0,6,0,3,3,6,3,6,9,9,3,0,3,3,3,0,0,3,0,0,0,0,60,60,123,30.6,37.4,35.1,33,27,6,9,21,9,102,18,123,39,45,3,15,0,102,21,123,72,24,3,3,3,99,21,123,78,39,117,3,123,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,6,0,0,0,6,12,36,3,39,102,9,0,9,6,6,3,3,123,0,123,120,3,0,0,24,3,123,0,123,12,108,3,123,0,123
"7021305",204,210,198,3,3,204,102,102,204,0,18,15,15,24,21,15,18,12,21,12,15,9,3,3,3,0,0,204,31.7,30,60,105,6,204,0,0,12,9,3,12,9,6,15,9,9,15,9,9,9,6,9,3,12,12,6,6,6,12,6,6,0,0,3,0,3,0,0,0,0,0,102,102,204,31.8,31.8,31.7,33,81,30,21,27,3,198,9,204,66,96,0,21,0,186,15,204,159,27,0,9,0,198,6,204,150,54,201,3,204,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,0,9,3,6,15,9,54,0,54,177,12,3,18,6,3,3,0,204,0,204,201,0,0,0,36,0,204,0,204,15,189,3,204,0,204
"7021306",90,90,84,0,3,90,39,51,90,3,3,9,18,3,3,3,6,6,15,12,6,3,3,0,0,3,0,90,38.8,15,24,48,6,90,0,0,3,0,3,6,6,12,3,0,0,3,0,3,3,6,3,3,3,9,6,6,3,3,3,3,0,0,0,0,0,0,0,3,0,0,39,51,90,45,35.6,38.8,12,18,9,24,24,0,84,6,90,51,15,3,9,0,78,12,90,72,12,0,3,0,84,6,90,57,33,90,0,90,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,3,0,0,3,9,12,33,0,33,39,0,3,54,0,3,3,0,90,0,90,84,0,0,0,33,0,90,0,90,0,90,0,90,0,90
"7021307",96,99,93,3,0,96,48,48,96,6,12,6,3,3,9,9,12,9,3,6,9,3,6,3,3,0,0,96,36.7,21,15,48,12,96,3,3,6,3,3,3,3,0,0,3,0,6,3,3,6,6,6,3,0,3,3,3,3,6,3,3,0,6,3,0,3,3,0,0,0,0,48,48,96,37.7,35.3,36.7,15,27,27,6,9,6,93,6,96,48,24,6,12,0,90,6,96,78,9,3,0,0,90,6,96,72,24,96,0,96,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,6,3,3,3,3,6,24,0,24,81,12,0,12,0,3,3,0,96,0,96,93,0,0,0,15,3,96,0,96,12,81,3,96,0,96
"7021308",165,165,162,0,3,165,75,90,165,3,9,21,12,15,12,15,6,9,18,24,9,6,3,3,0,3,3,165,34.3,33,36,84,9,165,0,3,3,3,12,12,9,3,6,9,6,6,6,6,3,3,3,6,6,9,12,15,3,3,3,3,3,0,0,0,0,0,0,3,0,3,75,90,165,33.6,35.4,34.3,30,54,24,21,27,6,162,3,165,69,72,3,9,0,153,9,165,129,18,3,6,3,159,6,165,126,39,165,0,165,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,0,3,3,3,9,15,39,0,39,150,12,6,6,9,3,3,0,165,0,165,162,6,0,0,21,3,165,0,165,15,147,3,165,0,165
"7021309",135,132,129,3,6,135,60,75,135,9,6,6,9,3,12,12,12,21,9,12,9,6,6,0,0,0,0,135,38.3,24,21,78,6,135,9,0,0,6,3,3,3,3,0,3,3,9,3,9,6,6,9,9,6,3,3,9,6,6,3,0,0,3,0,0,0,3,0,0,0,0,60,75,135,38.3,38.3,38.3,42,39,15,12,24,0,126,6,135,48,57,9,3,0,117,15,135,87,33,3,3,0,126,9,135,96,39,135,0,135,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,3,0,6,12,15,39,0,39,87,6,9,45,0,0,0,0,135,0,135,123,0,0,0,36,6,135,0,135,9,123,3,135,0,135
"7021310",162,162,135,6,21,162,72,90,162,9,6,12,12,15,9,6,9,9,12,18,18,9,3,0,6,0,3,162,42.1,27,36,81,15,162,3,6,3,6,6,6,6,6,3,9,3,6,3,3,6,3,3,6,3,12,9,12,9,9,6,6,3,3,0,0,3,3,0,0,0,0,72,90,162,42,41.5,42.1,15,27,18,21,60,0,135,24,162,96,27,9,9,0,135,27,162,120,9,0,3,0,135,27,162,102,57,159,3,162,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,3,3,0,3,12,30,54,3,57,87,12,9,66,3,3,3,0,162,0,162,156,0,0,0,57,3,162,0,162,15,147,0,162,0,162
"7021311",117,114,111,0,0,117,54,60,117,0,3,9,12,6,9,9,3,6,12,24,0,9,3,3,6,0,0,117,43.8,15,30,60,9,117,0,0,3,3,6,3,6,6,6,3,3,9,6,6,0,3,3,3,6,6,12,12,0,0,3,3,3,0,3,0,3,3,0,0,0,0,54,60,117,43.2,44.1,43.8,18,9,27,6,54,0,111,3,117,75,15,0,6,0,99,15,117,96,9,3,6,0,111,6,117,75,39,117,0,117,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,3,0,3,6,6,21,39,0,39,75,6,0,39,0,3,3,0,117,0,117,111,3,0,3,45,3,117,0,117,9,105,3,117,0,117
"7021312",117,114,105,12,3,117,57,57,117,9,9,12,12,3,6,3,6,6,12,9,9,9,3,3,3,3,3,117,40.2,27,21,57,9,117,0,6,3,3,6,6,6,6,3,3,3,3,3,0,3,3,6,6,6,6,6,6,6,3,6,3,3,3,0,3,0,3,0,0,3,0,57,57,117,44.4,37.8,40.2,6,15,24,18,42,0,105,12,117,72,15,9,0,0,99,18,117,99,3,0,0,0,105,12,117,81,36,117,0,117,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,0,0,6,9,18,33,3,36,81,3,3,36,0,0,0,0,117,0,117,108,3,0,0,36,3,117,0,117,12,102,0,117,0,117
"7021313",132,126,126,0,6,132,66,63,132,15,9,9,6,15,12,12,15,6,15,6,6,3,0,3,3,0,0,132,30.2,33,33,63,3,132,12,3,6,3,9,3,6,3,3,9,3,6,6,6,6,9,3,6,9,6,0,3,6,0,3,0,0,0,0,3,0,0,0,0,0,0,66,63,132,27.3,32.9,30.2,24,54,12,15,15,3,126,6,132,48,45,15,3,0,114,15,132,102,18,3,6,0,123,6,132,93,36,132,0,132,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,0,3,0,6,9,12,36,0,36,120,9,0,9,3,0,0,0,132,0,132,123,0,0,0,27,3,132,0,132,21,108,3,132,0,132
"7021314",78,75,69,0,6,78,36,42,78,6,6,3,3,6,3,15,6,9,6,3,9,3,3,0,0,0,0,78,33.4,12,15,48,0,78,3,3,3,3,3,0,3,0,3,3,3,3,3,15,3,3,3,6,3,3,3,3,3,6,0,0,0,3,0,0,0,0,0,0,0,0,36,42,78,35,33.4,33.4,18,33,6,3,6,0,69,9,78,21,27,6,12,0,66,12,78,45,15,0,6,0,66,9,78,54,21,78,0,78,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,6,3,3,0,0,6,21,0,21,60,6,3,6,6,0,0,0,78,0,78,78,3,0,0,12,3,78,0,78,9,69,0,78,0,78
"7021315",129,129,123,3,3,129,66,63,129,9,3,6,9,15,21,6,9,9,12,9,9,6,3,3,0,0,0,129,33.4,15,45,63,6,129,3,6,3,3,3,0,0,6,9,6,12,9,3,3,6,6,3,3,6,6,9,3,3,6,3,0,0,3,3,0,0,0,0,0,0,0,66,63,129,34.8,31.4,33.4,27,45,15,18,12,6,123,6,129,42,57,9,12,0,117,15,129,93,21,3,3,0,123,6,129,75,54,129,0,129,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,0,3,3,12,18,12,54,0,54,114,3,3,12,6,0,0,0,129,0,129,123,3,0,0,30,3,129,0,129,6,120,3,129,0,129
"7021316",219,213,195,12,12,219,108,111,219,15,15,6,15,30,27,24,18,15,15,12,9,9,3,3,3,0,3,219,30.7,39,69,99,12,219,9,6,6,9,6,3,6,9,12,18,12,12,12,12,9,9,9,9,6,9,6,3,3,6,6,6,3,3,3,3,3,0,0,0,0,0,108,111,219,30.7,31.2,30.7,51,57,36,15,18,15,195,24,219,72,99,15,12,0,198,21,219,144,45,3,6,0,195,27,219,147,69,219,0,219,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,3,3,0,18,21,24,69,0,69,198,15,3,15,6,0,0,0,219,0,219,213,6,0,3,42,3,219,0,219,21,189,12,219,0,219
"7021317",114,120,96,9,12,114,51,63,114,9,3,3,6,6,15,9,9,6,12,12,9,3,3,3,0,3,3,114,38.2,15,27,57,12,114,3,6,3,0,3,0,3,6,3,3,6,9,3,6,3,3,3,6,6,6,3,9,6,3,3,0,0,3,3,0,0,0,0,3,3,3,51,63,114,37.3,38.4,38.2,18,27,12,9,24,9,96,18,114,51,39,9,6,0,102,12,114,81,9,3,6,0,96,18,114,66,48,111,3,114,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,3,0,3,9,9,21,48,0,48,72,9,3,33,6,3,3,3,114,0,114,96,3,3,0,39,6,114,0,114,9,102,0,114,0,114
"7021318",126,123,114,9,6,126,69,57,126,6,3,6,15,9,9,6,6,6,9,9,12,9,6,6,3,3,0,126,39.4,21,33,57,15,126,3,3,3,3,3,6,9,3,6,3,6,3,3,3,6,3,3,3,6,9,3,6,9,3,6,3,3,3,3,3,3,0,0,3,0,0,69,57,126,34.4,45.2,39.4,24,36,18,12,15,9,114,12,126,54,36,6,6,0,102,24,126,87,24,0,3,0,114,12,126,72,54,123,3,126,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,3,0,3,15,18,15,54,0,54,90,6,0,33,3,6,6,0,126,0,126,120,0,0,0,45,0,126,0,126,9,117,0,126,0,126
"7021319",144,147,129,12,6,144,72,72,144,15,6,0,6,18,21,15,21,12,12,3,6,3,6,0,0,0,0,144,31.3,24,42,72,6,144,3,9,3,3,3,0,3,3,9,9,15,9,6,12,9,9,6,6,9,3,0,3,3,3,0,3,3,6,0,0,0,0,0,0,0,0,72,72,144,30.9,33.2,31.3,33,54,27,9,3,0,126,18,144,30,66,15,15,0,126,18,144,90,30,3,3,0,126,18,144,99,45,144,3,144,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,3,3,3,15,12,6,45,3,45,108,12,0,42,0,0,0,0,144,0,144,135,3,0,0,33,6,144,0,144,15,129,0,144,0,144
"7021320",192,192,180,6,6,192,93,99,192,18,15,12,12,12,12,18,18,30,6,15,6,6,0,9,0,0,3,192,34.8,45,33,102,9,192,9,9,6,6,6,6,6,6,3,6,9,0,9,9,6,9,15,15,3,3,6,9,3,3,0,6,0,0,3,3,0,0,0,0,0,3,93,99,192,33.7,35.6,34.8,21,57,45,9,30,15,180,12,192,87,51,18,15,0,171,21,192,153,12,3,6,0,177,15,192,129,60,189,3,192,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,6,0,3,3,6,21,18,60,0,60,129,30,27,36,6,0,0,0,192,0,192,180,6,12,0,30,9,192,0,192,33,153,3,192,0,192
