"SA12018_V1_00","CURPop","CNPop","UnitRecDataSrce_IndForm","UnitRecDataSrce_HhldList","UnitRecDataSrce_AdminEnum","UnitRecDataSrce_Total","Sex_Male","Sex_Female","Sex_Total","Age5year_0_4_years","Age5year_5_9_years","Age5year_10_14_years","Age5year_15_19_years","Age5year_20_24_years","Age5year_25_29_years","Age5year_30_34_years","Age5year_35_39_years","Age5year_40_44_years","Age5year_45_49_years","Age5year_50_54_years","Age5year_55_59_years","Age5year_60_64_years","Age5year_65_69_years","Age5year_70_74_years","Age5year_75_79_years","Age5year_80_84_years","Age5year_Over85_years","Age5year_Total","Median_Age_single_year","Agelifecyclegroup_Under15","Agelifecyclegroup_15_29","Agelifecyclegroup_30_64","Agelifecyclegroup_Over65","Agelifecyclegroup_Total","0_4_years_Male","0_4_years_Female","5_9_years_Male","5_9_years_Female","10_14_years_Male","10_14_years_Female","15_19_years_Male","15_19_years_Female","20_24_years_Male","20_24_years_Female","25_29_years_Male","25_29_years_Female","30_34_years_Male","30_34_years_Female","35_39_years_Male","35_39_years_Female","40_44_years_Male","40_44_years_Female","45_49_years_Male","45_49_years_Female","50_54_years_Male","50_54_years_Female","55_59_years_Male","55_59_years_Female","60_64_years_Male","60_64_years_Female","65_69_years_Male","65_69_years_Female","70_74_years_Male","70_74_years_Female","75_79_years_Male","75_79_years_Female","80_84_years_Male","80_84_years_Female","Over85_Male","Over85_Female","Total_Male","Total_Female","Male_Female_Total","Median_Age_Male","Median_Age_Female","Median_Age_Total","Years_at_UR_0_years","Years_at_UR_1_4_years","Years_at_UR_5_9_years","Years_at_UR_10_14_years","Years_at_UR_15_29_years","Years_at_UR_Over30_years","Years_at_UR_Total_stated","Years_at_UR_NEI","Years_at_UR_Total","UR_5yr_ago_Same","UR_5yr_ago_ElsewhereNZ","UR_5yr_ago_Not_born","UR_5yr_ago_Overseas","UR_5yr_ago_No_fixed_abode","UR_5yr_ago_Total_stated","UR_5yr_ago_NEI","UR_5yr_ago_Total","UR_1yr_ago_Same","UR_1yr_ago_ElsewhereNZ","UR_1yr_ago_Not_born","UR_1yr_ago_Overseas","UR_1yr_ago_No_fixed_abode","UR_1yr_ago_Total_stated","UR_1yr_ago_NEI","UR_1yr_ago_Total","Birthplace_NZ","Birthplace_Overseas","Birthplace_Total_stated","Birthplace_NEI","Birthplace_Total","Birthpl_Brd_NZ","Birthpl_Brd_Australia","Birthpl_Brd_Pacific_Is","Birthpl_Brd_UK_and_Ireland","Birthpl_Brd_Europe","Birthpl_Brd_North_America","Birthpl_Brd_Asia","Birthpl_Brd_MidEast_Africa","Birthpl_Brd_Other","Birthpl_Brd_Total_stated","Birthpl_Brd_NEI","Birthpl_Brd_Total","ArrivalNZ_Less_one_year_OB","ArrivalNZ_1_year_OB","ArrivalNZ_2_years_OB","ArrivalNZ_3_years_OB","ArrivalNZ_4_years_OB","ArrivalNZ_5_9_years_OB","ArrivalNZ_10_19_years_OB","ArrivalNZ_20_years_more_OB","ArrivalNZ_Total_stated_OB","ArrivalNZ_NEI_OB","ArrivalNZ_Total_OB","Ethnicity_L1_European","Ethnicity_L1_Maori","Ethnicity_L1_Pacific_Ppls","Ethnicity_L1_Asian","Ethnicity_L1_MELAA","Ethnicity_L1_Other","Ethnicity_L2_New_Zealander","Ethnicity_L2_Other_nec","Ethnicity_L1_Total_stated","Ethnicity_L1_NEI","Ethnicity_Total","Languages_English","Languages_Maori","Languages_Samoan","Languages_NZ_Sign_Language","Languages_Other","Languages_None","Languages_Total_stated","Languages_NEI","Languages_Total","Maori_Maori_descent","Maori_No_Maori_descent","Maori_Dont_know","Maori_Total_stated","Maori_NEI","Maori_Total"
"7021387",117,114,114,0,3,117,60,57,117,3,6,9,9,9,9,6,6,6,9,12,9,6,12,9,3,0,0,117,43.6,18,24,54,18,117,3,0,3,3,6,3,6,0,6,6,6,0,3,3,0,6,3,3,6,3,3,6,3,6,3,3,6,3,3,6,0,3,0,0,0,0,60,57,117,31.6,47.5,43.6,21,30,18,18,21,6,114,3,117,57,33,3,9,0,105,12,117,90,18,3,6,0,114,3,117,81,33,117,0,117,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,3,0,3,3,6,15,33,0,33,114,9,0,0,0,0,0,0,117,0,117,117,0,0,3,21,0,117,0,117,9,102,3,117,0,117
"7021388",138,141,132,3,3,138,57,81,138,6,12,15,12,3,6,0,3,12,15,12,9,9,6,6,6,3,0,138,46.9,30,24,60,24,138,3,3,6,9,3,9,3,9,0,3,3,3,0,0,0,3,3,6,6,9,6,6,6,3,3,3,3,6,3,3,3,3,0,0,0,0,57,81,138,47.6,43.6,46.9,21,45,12,21,24,9,132,6,138,54,42,6,12,0,111,27,138,108,12,3,12,0,132,6,138,102,39,138,0,138,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,0,0,0,0,0,12,15,36,0,39,126,6,0,12,0,0,0,0,138,0,138,138,0,0,3,24,3,138,0,138,6,132,3,138,0,138
"7021389",207,207,189,6,12,207,105,99,207,3,9,9,18,54,18,12,6,9,12,9,6,21,9,6,3,3,0,207,25.6,24,93,69,21,207,3,3,6,3,3,9,6,12,30,24,12,6,6,6,0,3,3,3,3,9,9,3,3,0,6,12,6,3,6,3,0,3,0,3,0,0,105,99,207,25.8,25.7,25.6,57,63,24,15,21,6,186,18,207,60,105,3,15,0,183,24,207,129,51,3,6,0,189,21,207,147,51,201,6,207,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,6,3,3,0,6,15,18,51,0,51,186,24,3,15,3,3,3,0,207,0,207,204,3,0,3,36,0,207,0,207,24,174,6,207,0,207
"7021390",135,144,129,3,3,135,63,72,135,9,6,12,12,15,3,3,9,6,12,9,9,9,9,6,3,0,0,135,42,27,33,60,18,135,0,6,3,0,6,6,6,6,3,12,3,3,0,0,6,3,3,3,6,6,6,6,3,9,6,3,3,3,3,3,3,0,0,0,0,0,63,72,135,42.1,40.7,42,15,39,21,24,21,12,126,6,135,63,51,9,9,0,129,6,135,111,9,0,6,0,129,6,135,87,48,135,0,135,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,0,3,0,3,12,18,45,0,48,126,3,3,12,3,3,3,0,135,0,135,132,0,0,3,27,0,135,0,135,3,129,3,135,0,135
"7021391",183,183,168,9,6,183,90,93,183,3,3,9,21,36,24,9,3,9,6,12,9,9,9,6,6,3,3,183,27.9,15,84,60,24,183,3,0,0,3,3,9,18,6,18,18,9,15,3,6,3,3,3,6,6,6,6,6,3,0,0,6,6,3,3,3,3,3,0,3,3,0,90,93,183,27.6,28.7,27.9,60,45,21,9,18,9,162,21,183,54,72,3,27,0,156,27,183,108,39,0,18,0,165,18,183,126,54,180,3,183,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,3,3,9,0,3,15,12,54,0,54,162,15,3,21,0,0,0,0,183,0,183,183,3,3,0,33,0,183,0,183,15,165,6,183,0,183
"7021392",75,75,66,6,6,75,42,33,75,0,3,3,3,9,9,12,3,6,3,3,3,3,0,3,0,3,6,75,34,6,24,33,12,75,0,0,3,0,3,0,3,0,3,6,6,6,6,6,3,0,6,3,0,0,0,0,3,3,3,0,0,0,0,3,0,0,3,0,3,3,42,33,75,31.8,40.2,34,24,24,0,12,3,3,66,12,75,18,30,0,18,0,66,9,75,42,18,0,3,0,66,12,75,48,30,75,0,75,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,9,6,3,0,0,0,9,30,0,30,66,6,0,6,0,0,0,0,75,0,75,75,0,0,3,18,0,75,0,75,9,66,3,75,0,75
"7021393",186,189,165,12,6,186,96,84,186,0,9,6,9,39,30,3,9,15,6,6,12,9,6,9,3,3,6,186,28.8,18,78,60,27,186,0,0,6,3,3,6,6,6,21,18,18,12,3,0,6,3,6,3,3,6,6,3,3,6,9,3,3,3,3,3,0,3,0,3,3,3,96,84,186,28.8,29.6,28.8,48,78,12,9,12,0,162,21,186,36,102,0,21,0,156,27,186,114,39,0,12,0,165,21,186,126,54,177,6,186,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,3,3,6,6,12,12,51,3,54,156,18,3,24,9,0,0,0,186,0,186,183,9,3,3,39,0,186,0,186,18,162,6,186,0,186
"7021394",66,69,63,0,6,66,39,30,66,0,0,0,3,30,9,9,3,3,0,0,6,0,3,0,3,0,0,66,26.6,0,39,21,6,66,-999,-999,-999,-999,-999,-999,-999,-999,21,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,39,30,66,24.6,29.1,26.6,21,30,3,0,6,3,63,6,66,6,42,0,6,0,57,12,66,39,18,0,3,0,63,6,66,42,24,66,0,66,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,3,0,0,6,6,6,24,0,24,54,6,6,6,3,0,0,0,66,0,66,66,0,0,0,18,0,66,0,66,6,60,0,66,0,66
"7021395",162,162,150,3,9,162,78,87,162,3,6,9,21,27,9,3,9,3,9,12,12,9,6,12,6,3,3,162,36.7,21,54,57,30,162,3,3,6,3,3,6,9,9,9,15,3,6,3,3,6,3,3,3,3,6,6,6,6,6,3,6,6,3,3,6,6,3,0,3,3,0,78,87,162,39.1,34.6,36.7,30,24,18,33,30,15,150,12,162,81,39,3,21,0,147,18,162,117,24,0,9,0,150,15,162,117,42,162,3,162,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,12,0,0,0,3,9,15,42,0,42,150,6,0,12,3,3,3,0,162,0,162,165,0,0,0,36,3,162,0,162,6,153,3,162,0,162
"7021396",117,117,111,6,3,117,54,60,117,3,3,9,12,27,9,6,3,3,9,9,0,0,9,3,0,0,0,117,24.8,18,51,36,9,117,0,0,0,3,6,6,6,6,15,15,6,6,0,6,3,0,0,3,6,6,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,54,60,117,26.9,24.2,24.8,39,30,21,9,6,6,108,9,117,33,51,3,12,0,99,15,117,75,27,0,3,0,108,9,117,72,42,114,3,117,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,6,0,0,9,9,9,39,3,42,93,3,6,21,0,0,0,0,117,0,117,114,3,0,6,24,0,117,0,117,6,108,3,117,0,117
"7021397",198,192,165,21,9,198,90,108,198,0,0,3,42,96,24,3,0,3,0,6,6,3,3,0,0,0,3,198,21.6,3,165,24,6,198,0,0,0,0,0,3,18,27,39,57,18,6,3,0,0,0,0,0,0,0,3,3,0,6,3,3,3,3,0,0,0,0,0,0,0,3,90,108,198,22.6,21.2,21.6,96,48,9,9,0,6,162,36,198,12,153,0,9,0,171,27,198,66,96,0,3,0,165,33,198,159,33,195,6,198,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,3,0,0,3,18,6,33,0,33,177,21,12,15,6,0,0,0,198,0,198,198,6,3,0,39,0,198,0,198,30,165,6,198,0,198
"7021398",192,189,165,21,9,192,93,102,192,0,6,6,42,45,24,3,9,3,6,12,9,6,12,3,0,3,0,192,23.7,18,111,48,18,192,0,0,0,6,0,6,12,27,27,18,12,12,3,0,3,3,3,0,3,3,3,6,6,3,6,0,6,6,3,3,0,0,3,0,0,0,93,102,192,25.5,21.3,23.7,60,54,12,15,18,9,165,27,192,42,96,0,18,0,156,36,192,108,51,0,6,0,165,27,192,123,60,183,12,192,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,6,0,6,9,21,15,60,0,60,168,15,3,12,3,12,9,3,192,0,192,192,6,0,3,42,0,192,0,192,15,171,6,192,0,192
"7021399",111,108,108,0,3,111,57,54,111,3,3,3,18,33,12,9,9,3,6,3,3,3,3,3,0,0,0,111,24.1,9,60,33,6,111,0,3,0,0,3,0,12,6,18,18,6,3,3,6,6,3,0,3,6,3,0,3,0,3,3,0,0,3,3,3,0,0,0,0,0,0,57,54,111,23.6,24.5,24.1,57,27,6,9,12,0,108,0,111,24,51,3,18,0,96,15,111,51,48,0,9,0,108,3,111,69,42,111,0,111,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,9,3,3,3,9,12,42,0,42,93,6,0,15,6,0,0,0,111,0,111,108,3,0,0,30,3,111,0,111,6,102,6,111,0,111
"7021400",66,69,60,3,3,66,33,36,66,0,0,0,3,27,21,3,3,0,0,6,3,3,3,0,0,0,0,66,25.5,3,51,15,0,66,-999,-999,-999,-999,-999,-999,-999,-999,12,12,12,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,33,36,66,26,25.2,25.5,27,27,3,0,3,0,60,9,66,6,42,0,12,0,57,9,66,33,21,0,6,0,60,6,66,33,30,66,3,66,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,6,0,0,3,9,9,30,0,30,60,0,0,6,0,0,0,0,66,0,66,66,0,0,0,15,0,66,0,66,3,60,3,66,0,66
"7021401",321,432,300,12,9,321,138,180,321,6,0,0,243,48,6,6,6,0,0,0,0,0,0,0,0,0,0,321,18.7,6,300,12,0,321,0,6,0,0,0,0,99,147,27,21,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,180,321,18.8,18.6,18.7,255,21,6,0,6,0,294,27,321,3,282,6,12,0,300,21,321,33,258,0,3,0,294,24,321,252,66,315,3,321,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,6,0,0,0,15,36,0,63,0,66,282,48,9,21,9,0,0,0,321,0,321,318,9,0,3,48,0,321,0,321,57,261,3,321,0,321
"7021402",120,117,105,3,9,120,57,60,120,0,0,0,30,36,18,12,3,0,0,3,6,6,3,0,3,0,0,120,23.9,3,84,30,3,120,0,0,0,0,0,0,15,12,15,24,6,9,6,3,0,3,0,0,0,3,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,57,60,120,24.1,23.6,23.9,57,42,3,0,9,0,105,12,120,9,81,0,12,0,102,18,120,51,48,0,9,0,105,15,120,81,39,117,3,120,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,6,0,0,9,9,9,39,0,39,93,12,6,15,6,3,3,0,120,0,120,117,3,3,0,36,0,120,0,120,15,105,3,120,0,120
"7021403",159,153,144,15,3,159,78,84,159,3,3,3,36,57,24,6,6,3,3,6,0,3,3,0,3,0,0,159,22.8,6,120,27,9,159,3,0,0,3,3,0,18,15,21,36,15,12,6,0,3,6,0,3,0,0,3,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,78,84,159,23.7,22.1,22.8,78,48,12,0,6,0,141,18,159,9,108,3,21,0,144,15,159,63,66,0,12,0,141,18,159,120,36,156,3,159,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,6,6,3,3,0,6,6,36,0,36,132,12,15,21,3,0,0,0,159,0,159,159,6,3,0,30,0,159,0,159,21,138,0,159,0,159
"7021404",210,210,186,9,18,210,99,111,210,3,3,0,9,75,45,30,12,6,3,6,6,3,3,6,0,3,0,210,26,6,129,69,9,210,3,3,3,0,0,0,3,3,33,45,24,21,15,15,6,6,3,3,3,3,3,0,0,6,0,3,0,0,3,3,0,0,3,0,0,0,99,111,210,26.1,25.9,26,84,69,12,12,6,3,186,27,210,21,90,3,63,0,177,33,210,105,57,3,24,0,186,24,210,111,96,207,3,210,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,21,18,12,12,3,9,15,12,96,0,96,132,12,6,66,6,3,3,0,210,0,210,204,3,0,0,69,3,210,0,210,18,186,6,210,0,210
"7021405",150,261,108,6,39,150,87,63,150,6,0,0,3,15,15,9,12,12,15,21,9,9,12,3,0,0,3,150,45.6,6,33,93,21,150,3,6,0,0,0,0,3,0,6,6,9,6,6,3,6,9,9,3,9,3,15,6,6,6,3,9,12,0,3,0,0,0,0,0,0,3,87,63,150,47.3,44.5,45.6,27,24,27,9,12,3,105,45,150,48,42,6,21,0,114,36,150,72,12,3,9,0,99,51,150,84,63,147,6,150,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,0,3,6,3,21,9,12,63,0,63,66,33,3,45,18,0,0,0,150,0,150,135,15,3,3,42,3,150,0,150,33,114,3,150,0,150
"7021406",129,135,111,6,15,129,57,72,129,0,0,3,6,54,42,12,0,6,3,3,3,0,0,3,0,0,0,129,25.4,3,99,24,3,129,0,0,0,0,3,0,3,3,18,30,21,21,3,6,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,57,72,129,25.5,25.2,25.4,45,48,9,3,3,0,111,21,129,6,81,0,33,0,117,12,129,60,36,0,9,0,108,24,129,78,54,129,3,129,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,15,6,3,3,3,12,6,3,54,0,54,111,6,0,15,6,0,0,0,129,0,129,129,0,0,3,36,0,129,0,129,9,120,0,129,0,129
"7021407",150,189,141,0,9,150,63,84,150,0,0,3,114,24,3,0,0,0,0,0,3,0,3,3,0,0,0,150,18.8,3,138,6,3,150,0,0,0,0,0,0,48,66,9,12,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,63,84,150,18.8,18.8,18.8,117,15,0,3,3,0,138,12,150,0,111,0,18,0,129,21,150,18,108,0,12,0,135,12,150,102,45,150,0,150,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,9,3,0,0,6,18,0,42,0,45,120,12,12,21,0,3,3,0,150,0,150,150,3,3,0,27,0,150,0,150,15,129,6,150,0,150
"7021408",162,207,144,3,15,162,84,75,162,3,0,0,15,69,48,18,9,0,0,0,0,3,0,3,0,0,0,162,24.8,3,129,27,3,162,3,0,0,0,0,0,6,6,36,33,24,24,9,6,6,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,84,75,162,24.8,24.6,24.8,78,54,0,3,3,0,138,21,162,3,84,3,51,0,138,21,162,51,66,0,18,0,135,24,162,75,84,159,3,162,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,18,18,9,3,3,9,21,6,81,0,84,117,3,0,39,0,0,0,0,162,0,162,153,0,0,3,39,0,162,0,162,12,147,3,162,0,162
"7021409",141,153,126,3,12,141,57,84,141,3,0,0,12,54,24,18,6,3,6,3,6,0,0,6,0,0,0,141,25.5,3,90,42,3,141,0,3,0,0,0,0,3,9,21,33,12,12,6,12,0,3,3,3,0,3,3,0,3,6,0,0,0,0,3,3,0,0,0,0,0,0,57,84,141,25.5,25,25.5,63,48,6,3,6,0,126,15,141,6,63,3,45,0,120,18,141,63,48,3,12,0,123,18,141,60,81,141,0,141,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,12,15,9,6,6,9,18,12,81,3,81,75,6,0,63,3,0,0,0,141,0,141,132,0,0,0,54,3,141,0,141,6,135,3,141,0,141
"7021410",57,180,45,3,9,57,24,33,57,3,0,0,9,24,6,6,3,6,0,0,0,0,3,0,0,0,0,57,22,3,36,12,3,57,-999,-999,-999,-999,-999,-999,-999,6,12,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,33,57,21.1,22.9,22,24,12,6,0,0,3,42,12,57,9,21,3,18,0,51,9,57,21,15,0,9,0,45,12,57,33,24,57,0,57,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,3,0,3,3,3,6,0,24,0,24,39,12,3,9,3,0,0,0,57,0,57,54,9,0,0,15,0,57,0,57,12,42,3,57,0,57
"7021411",138,141,129,9,3,138,66,75,138,3,0,0,12,60,15,15,9,6,3,3,3,3,3,0,0,0,0,138,24.3,6,90,42,3,138,0,3,0,0,0,0,6,9,27,30,6,9,9,9,9,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66,75,138,25.3,23.3,24.3,75,33,12,3,0,3,129,12,138,18,81,3,21,0,123,18,138,51,66,0,9,0,126,12,138,90,51,138,0,138,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,6,3,3,0,9,12,9,51,0,51,120,12,3,15,3,3,3,0,138,0,138,138,0,0,3,27,0,138,0,138,15,120,3,138,0,138
"7021412",237,252,204,18,15,237,126,114,237,6,6,0,30,87,36,24,18,6,6,3,3,3,3,9,0,0,0,237,23.6,15,150,66,9,237,3,3,3,3,0,0,15,15,42,45,18,18,15,9,12,6,6,6,6,3,3,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,126,114,237,24.7,21.7,23.6,102,66,15,6,6,6,204,33,237,33,147,6,33,0,222,18,237,96,99,3,6,0,204,36,237,162,75,237,0,237,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,6,9,6,0,12,15,15,75,0,75,189,15,3,33,9,6,6,0,237,0,237,231,3,0,3,48,3,237,0,237,18,216,3,237,0,237
"7021413",189,186,159,12,15,189,111,75,189,3,6,6,39,54,24,18,18,3,6,6,6,3,3,0,0,0,0,189,23,12,114,57,6,189,0,3,0,3,3,3,21,15,33,18,15,9,9,9,12,9,3,0,3,3,6,0,6,0,0,3,0,3,0,0,0,0,0,0,0,0,111,75,189,23.5,22.5,23,78,51,12,6,9,6,156,30,189,27,117,3,27,0,174,15,189,78,69,0,6,0,153,33,189,135,51,186,3,189,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,9,6,0,9,6,12,6,51,0,51,159,15,3,24,3,0,0,0,189,0,189,183,6,0,3,30,3,189,0,189,18,156,15,189,0,189
"7021414",123,126,111,3,9,123,54,69,123,6,0,3,27,36,27,12,9,3,3,0,0,0,0,0,0,0,0,123,23.9,6,90,27,0,123,3,3,0,0,3,0,6,21,18,21,12,15,9,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,69,123,25.3,22,23.9,72,27,12,0,0,0,111,15,123,9,72,6,21,0,108,15,123,39,66,3,6,0,111,15,123,81,42,126,3,123,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,6,9,3,3,6,15,3,42,0,42,108,9,3,18,0,3,3,0,123,0,123,123,6,3,0,27,3,123,0,123,15,108,3,123,0,123
"7021415",156,150,144,6,9,156,72,87,156,3,6,0,15,36,30,6,3,9,3,3,9,12,6,6,6,6,6,156,27.1,6,78,42,27,156,0,3,3,0,0,0,6,9,27,9,12,18,0,6,3,3,3,3,0,3,3,0,0,6,6,6,0,3,3,3,3,3,0,6,0,6,72,87,156,25.7,32.8,27.1,57,36,24,15,9,3,141,15,156,45,84,3,15,0,144,12,156,87,45,0,6,0,138,18,156,120,36,156,3,156,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,6,0,0,3,6,15,36,0,36,132,18,3,21,3,0,0,3,156,0,156,153,0,0,0,36,0,156,0,156,21,129,6,156,0,156
"7021416",168,165,147,9,9,168,75,93,168,0,3,0,12,54,30,24,9,6,6,6,0,3,3,6,0,0,0,168,27.2,3,96,60,6,168,0,0,0,3,0,0,12,3,15,39,15,15,12,12,3,6,3,3,6,0,6,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,75,93,168,28.7,26,27.2,63,48,18,3,12,3,147,21,168,24,102,0,24,0,147,18,168,81,54,0,9,0,147,21,168,114,51,165,3,168,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,6,0,6,6,9,12,51,0,51,147,21,6,9,0,3,3,3,168,0,168,168,6,0,0,33,0,168,0,168,24,144,3,168,0,168
"7021417",126,129,111,6,9,126,63,66,126,0,3,3,15,42,21,18,6,6,3,3,6,3,0,0,0,0,0,126,24.7,6,81,39,0,126,0,0,0,0,3,0,9,6,27,18,6,12,6,9,0,3,3,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,63,66,126,23.3,26.2,24.7,54,36,12,6,3,0,111,15,126,12,81,0,18,0,114,15,126,57,45,0,12,0,111,18,126,84,42,126,0,126,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,6,6,3,0,6,12,6,42,0,42,111,12,6,12,6,3,3,0,126,0,126,126,3,0,0,30,0,126,0,126,18,111,3,126,0,126
"7021418",222,225,201,9,12,222,108,114,222,12,6,6,21,45,30,27,12,9,12,15,12,6,6,3,3,0,3,222,28.3,24,96,93,12,222,3,9,3,3,6,3,12,9,18,24,15,12,12,12,9,3,3,6,3,9,6,6,6,3,3,3,0,3,3,0,3,3,0,0,0,3,108,114,222,27.3,29.1,28.3,63,63,36,9,15,12,198,24,222,66,99,12,18,0,195,27,222,132,51,0,12,3,201,21,222,159,57,216,6,222,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,6,0,0,3,6,15,18,57,0,57,201,18,9,21,3,3,3,0,222,0,222,216,3,3,0,36,6,222,0,222,15,192,12,222,0,222
"7021419",78,81,78,3,0,78,39,39,78,3,3,6,3,21,6,12,3,3,6,6,3,3,3,3,0,0,0,78,28.5,12,30,33,6,78,0,3,3,3,3,3,3,0,9,12,0,6,6,3,3,0,0,3,3,3,6,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,39,39,78,32.3,26.2,28.5,27,30,15,3,3,3,75,3,78,18,48,3,6,0,72,6,78,51,24,0,3,0,78,3,78,51,27,78,0,78,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,0,0,0,3,12,6,27,0,27,48,15,6,18,6,3,3,0,78,0,78,78,3,6,3,18,0,78,0,78,18,63,3,78,0,78
"7021420",195,201,174,12,12,195,105,90,195,3,6,9,21,33,24,12,6,24,15,9,12,6,12,3,0,0,0,195,31.5,18,75,84,18,195,0,3,0,6,6,6,12,6,12,18,18,9,6,6,3,3,12,12,9,6,6,6,6,3,3,6,6,6,0,0,0,0,0,0,0,0,105,90,195,32,30.4,31.5,54,36,24,18,30,6,168,27,195,69,78,3,27,0,177,21,195,117,48,0,6,0,171,24,195,123,69,192,3,195,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,9,6,3,0,15,12,15,69,0,69,165,12,6,24,3,0,0,0,195,0,195,192,3,3,0,39,0,195,0,195,12,177,6,195,0,195
"7021421",165,171,147,6,12,165,75,90,165,0,0,3,9,51,30,6,6,3,3,12,6,9,9,6,0,3,0,165,26.8,3,93,51,18,165,0,0,0,0,0,0,3,6,18,36,18,12,3,3,3,3,3,3,0,0,3,6,3,3,6,3,3,6,6,0,0,0,0,3,0,0,75,90,165,28.4,26.1,26.8,60,42,3,9,21,12,147,18,165,39,90,0,12,0,138,27,165,81,51,0,9,0,141,24,165,123,39,162,3,165,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,3,3,0,3,12,12,39,0,39,144,15,3,12,3,3,3,0,165,0,165,165,3,0,0,30,0,165,0,165,18,144,6,165,0,165
"7021422",270,267,231,6,33,270,135,135,270,3,3,3,12,39,42,30,27,15,18,12,21,9,18,9,6,6,3,270,35.9,9,90,132,42,270,3,3,3,0,3,0,6,6,15,21,21,18,15,15,15,15,6,9,12,9,6,3,9,12,6,3,12,6,3,6,0,3,3,3,0,3,135,135,270,35.7,36.1,35.9,75,93,36,9,18,0,231,42,270,39,138,3,36,0,216,57,270,144,66,3,9,0,222,48,270,141,126,267,3,270,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,12,12,6,21,30,27,117,9,126,165,39,12,75,6,0,0,0,270,0,270,240,9,6,6,87,3,270,0,270,42,228,6,270,0,270
